"participantnum";"date";"ms_condition";"dv_order";"prous1";"prous2";"prous3";"prous4";"prous5";"antius1";"antius2";"antius3";"antius4";"antius5";"cheerful";"sad";"active";"angryatself";"disgusted";"calm";"guilty";"enthusiastic";"attentive";"afraid";"joyful";"downhearted";"bashful";"tired";"nervous";"sheepish";"sluggish";"amazed";"lonely";"distressed";"daring";"shaky";"sleepy";"blameworthy";"surprised";"happy";"excited";"determined";"strong";"timid";"hostile";"frightened";"scornful";"alone";"proud";"astonished";"relaxed";"alert";"jittery";"interested";"irritable";"upset";"lively";"loathing";"delighted";"angry";"ashamed";"confident";"inspired";"bold";"atease";"energetic";"fearless";"blue";"scared";"concentrating";"disgustedwithself";"shy";"drowsy";"dissatisfiedwithself";"countryofbirth";"race";"americanid";"msincomplete";"expert";"source";"location";"proauth_avg";"antiauth_avg";"pro_minus_anti";"pass_ER1";"pass_ER2";"pass_ER3"
"53";NA;"tv";"anti-first";7;7;8;5;8;6;5;8;5;8;"2";"1";"1";"1";"1";"2";"1";"1";"4";"1";"2";"1";"1";"5";"1";"1";"5";"1";"1";"1";"1";"1";"5";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"4";"1";"1";"4";"2";"1";"1";7;"0";1;"riverside";"riverside";7;7;0;TRUE;TRUE;TRUE
"54";NA;"tv";"pro-first";7;6;6;6;7;4;2;4;4;6;"2";"1";"1";"2";"1";"4";"1";"1";"4";"1";"1";"1";"1";"3";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"3";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"3";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";8;"0";1;"riverside";"riverside";6,33333333333333;4,66666666666667;1,66666666666667;TRUE;TRUE;TRUE
"79";NA;"ms";"anti-first";9;9;6;8;6;2;1;3;1;4;"1";"2";"1";"1";"1";"4";"1";"1";"4";"2";"1";"1";"1";"4";"3";"1";"2";"1";"1";"1";"1";"3";"3";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"3";"3";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";9;"0";1;"riverside";"riverside";6,66666666666667;2,66666666666667;4;TRUE;TRUE;TRUE
"85";NA;"ms";"anti-first";7;6;6;7;6;7;7;6;5;5;"3";"1";"3";"1";"1";"4";"1";"1";"4";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"3";"1";"1";"1";"1";"1";"2";"1";"4";"3";"1";"4";"1";"1";"1";"1";"2";"1";"1";"3";"2";"1";"4";"2";"3";"1";"1";"3";"1";"2";"1";"1";"1";"1";7;"0";1;"riverside";"riverside";6,33333333333333;5,33333333333333;1;TRUE;TRUE;TRUE
"95";NA;"ms";"anti-first";7;6;7;8;7;3;4;7;6;3;"3";"1";"3";"1";"1";"5";"1";"4";"4";"1";"4";"1";"2";"4";"1";"1";"2";"1";"2";"1";"1";"1";"4";"1";"1";"4";"2";"4";"4";"1";"1";"1";"1";"2";"4";"1";"4";"4";"1";"4";"1";"1";"3";"1";"3";"1";"1";"4";"3";"3";"4";"3";"3";"1";"1";"1";"1";"2";"3";"1";"1";"1";7;"0";1;"riverside";"riverside";7,33333333333333;5,33333333333333;2;TRUE;TRUE;TRUE
"100";NA;"tv";"anti-first";6;7;6;7;7;5;3;6;5;5;"3";"1";"2";"1";"1";"3";"1";"1";"3";"1";"2";"1";"1";"3";"1";"1";"2";"1";"2";"1";"3";"1";"3";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"1";"3";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"3";"2";"1";"1";"1";"2";"1";"2";"2";"2";"1";"1";7;"0";1;"riverside";"riverside";6,66666666666667;5,33333333333333;1,33333333333333;TRUE;TRUE;TRUE
"1";"3/31/2017";"ms";"pro-first";8;9;6;7;6;9;9;7;7;7;"3";"1";"3";"1";"1";"2";"1";"2";"2";"1";"3";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"4";"1";"2";"3";"1";"1";"1";"1";"1";"1";"1";"3";"4";"1";"3";"1";"1";"3";"1";"4";"1";"1";"2";"2";"2";"3";"3";"2";"1";"1";"4";"1";"1";"1";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";6,33333333333333;7;-0,666666666666667;TRUE;TRUE;TRUE
"2";"3/31/2017";"ms";"pro-first";7;7;7;8;8;2;2;3;1;3;"4";"2";"2";"1";"3";"2";"1";"2";"3";"2";"2";"1";"1";"3";"2";"1";"1";"1";"1";"1";"1";"2";"3";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"3";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";9;NA;1;"uwmadison_expert";"uwmadison";7,66666666666667;2,33333333333333;5,33333333333333;TRUE;TRUE;TRUE
"4";"3/31/2017";"ms";"pro-first";9;8;5;6;5;2;1;4;4;4;"1";"2";"1";"1";"1";"5";"1";"1";"5";"1";"1";"1";"1";"5";"1";"1";"4";"1";"1";"2";"2";"1";"5";"1";"1";"3";"1";"2";"5";"5";"3";"1";"1";"1";"1";"1";"4";"4";"2";"3";"3";"1";"2";"1";"1";"1";"1";"5";"1";"1";"5";"2";"3";"1";"1";"5";"2";"4";"4";"1";"1";"1";9;NA;1;"uwmadison_expert";"uwmadison";5,33333333333333;4;1,33333333333333;TRUE;TRUE;TRUE
"5";"3/31/2017";"ms";"pro-first";9;9;9;9;8;2;2;6;1;2;"4";"1";"3";"1";"1";"5";"1";"3";"4";"1";"3";"1";"1";"3";"2";"1";"2";"1";"1";"1";"3";"2";"3";"1";"1";"4";"4";"2";"4";"1";"1";"1";"1";"1";"1";"1";"4";"3";"3";"3";"2";"1";"4";"1";"1";"1";"1";"4";"1";"2";"3";"3";"2";"1";"1";"4";"1";"1";"2";"1";"1";"1";8;NA;1;"uwmadison_expert";"uwmadison";8,66666666666667;3;5,66666666666667;TRUE;TRUE;TRUE
"8";"3/31/2017";"ms";"pro-first";6;6;6;7;5;7;8;8;8;8;"2";"3";"4";"2";"3";"1";"3";"3";"5";"2";"2";"3";"2";"3";"1";"4";"2";"4";"3";"2";"4";"4";"2";"3";"2";"2";"3";"2";"3";"3";"4";"4";"3";"4";"4";"4";"2";"5";"3";"3";"3";"4";"2";"2";"2";"3";"4";"3";"3";"4";"3";"4";"3";"3";"2";"4";"2";"2";"1";"3";"1";"1";9;NA;1;"uwmadison_expert";"uwmadison";6;8;-2;TRUE;TRUE;TRUE
"10";"3/31/2017";"ms";"pro-first";8;8;8;8;8;7;5;8;6;8;"3";"2";"1";"1";"1";"4";"1";"1";"4";"1";"2";"1";"2";"3";"2";"2";"3";"1";"2";"2";"1";"2";"4";"1";"1";"3";"1";"3";"2";"2";"1";"1";"1";"2";"2";"1";"3";"4";"1";"3";"2";"1";"2";"1";"2";"1";"1";"2";"3";"1";"4";"1";"1";"1";"1";"3";"1";"2";"4";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";8;7,33333333333333;0,666666666666667;TRUE;TRUE;TRUE
"13";"3/31/2017";"ms";"pro-first";9;9;7;7;8;5;2;6;3;4;"4";"1";"1";"1";"1";"4";"1";"2";"2";"1";"1";"1";"1";"4";"1";"1";"3";"1";"1";"3";"1";"1";"4";"1";"1";"4";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"3";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"2";"1";"1";"4";"1";"1";"1";8;NA;1;"uwmadison_expert";"uwmadison";7,33333333333333;4,33333333333333;3;TRUE;TRUE;TRUE
"16";"3/31/2017";"ms";"pro-first";7;7;6;7;7;7;6;7;6;7;"3";"2";"3";"1";"1";"3";"1";"2";"4";"2";"2";"1";"1";"3";"3";"1";"2";"1";"2";"3";"2";"2";"2";"1";"1";"3";"3";"2";"3";"3";"2";"1";"1";"2";"3";"1";"2";"3";"2";"3";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"3";"2";"3";"2";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";6,66666666666667;6,66666666666667;0;TRUE;TRUE;TRUE
"17";"3/31/2017";"ms";"pro-first";7;7;6;6;6;3;2;3;3;3;"3";"1";"3";"1";"1";"3";"1";"2";"3";"1";"3";"1";"1";"4";"1";"1";"3";"1";"1";"1";"1";"1";"4";"1";"1";"2";"3";"2";"3";"1";"1";"1";"1";"1";"3";"1";"3";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"4";"1";"1";"4";"1";"1";"1";"1";"3";"1";"1";"2";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";6;3;3;TRUE;TRUE;TRUE
"19";"3/31/2017";"ms";"pro-first";7;7;6;6;6;3;3;3;3;3;"4";"1";"3";"1";"1";"3";"1";"3";"4";"1";"3";"1";"1";"3";"2";"1";"2";"1";"1";"2";"4";"2";"3";"1";"1";"4";"3";"3";"2";"1";"1";"1";"1";"2";"2";"1";"3";"3";"1";"3";"1";"1";"3";"1";"3";"1";"1";"2";"2";"1";"4";"1";"2";"1";"1";"4";"2";"1";"3";"1";"1";"1";8;NA;1;"uwmadison_expert";"uwmadison";6;3;3;TRUE;TRUE;TRUE
"20";"3/31/2017";"ms";"pro-first";7;4;3;7;4;9;9;7;9;7;"3";"1";"1";"1";"1";"5";"1";"3";"5";"2";"4";"1";"1";"3";"2";"1";"1";"3";"1";"1";"3";"2";"3";"1";"1";"3";"4";"4";"5";"1";"1";"1";"1";"1";"5";"1";"4";"2";"2";"5";"2";"1";"4";"1";"3";"1";"1";"5";"5";"4";"4";"3";"4";"1";"1";"2";"1";"1";"1";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";4,66666666666667;7,66666666666667;-3;TRUE;TRUE;TRUE
"22";"3/31/2017";"ms";"anti-first";6;6;6;6;6;6;7;7;6;7;"3";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"3";"1";"1";"1";"1";"2";"1";"1";"1";"3";"1";"1";"3";"2";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"2";"1";"3";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";6;6,66666666666667;-0,666666666666667;TRUE;TRUE;TRUE
"24";"3/31/2017";"ms";"anti-first";5;8;6;6;6;3;2;4;2;3;"2";"2";"1";"1";"1";"5";"1";"2";"4";"1";"3";"1";"2";"3";"1";"2";"2";"1";"2";"1";"3";"1";"3";"1";"1";"3";"2";"4";"4";"2";"1";"1";"1";"2";"1";"1";"5";"5";"1";"5";"2";"1";"2";"1";"3";"1";"1";"3";"3";"3";"5";"2";"2";"2";"1";"5";"1";"2";"1";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";6;3;3;TRUE;TRUE;TRUE
"25";"3/31/2017";"ms";"anti-first";7;7;7;7;8;6;6;5;4;6;"3";"2";"2";"1";"1";"4";"2";"2";"3";"1";"2";"1";"3";"3";"2";"3";"2";"2";"2";"1";"2";"2";"3";"2";"3";"3";"2";"2";"3";"2";"2";"1";"3";"2";"2";"1";"4";"3";"2";"2";"2";"2";"3";"2";"3";"2";"2";"2";"3";"2";"3";"2";"3";"2";"2";"3";"2";"2";"3";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";7,33333333333333;5;2,33333333333333;TRUE;TRUE;TRUE
"28";"4/4/2017";"ms";"anti-first";7;6;8;7;6;7;8;8;7;6;"2";"1";"1";"1";"1";"5";"1";"1";"4";"2";"1";"2";"1";"4";"1";"1";"3";"1";"2";"1";"1";"1";"4";"1";"1";"2";"1";"2";"2";"2";"1";"1";"1";"3";"1";"1";"4";"2";"1";"3";"3";"1";"1";"1";"1";"1";"1";"2";"1";"1";"3";"1";"1";"2";"1";"3";"1";"2";"3";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";7;7;0;TRUE;TRUE;TRUE
"29";"4/4/2017";"ms";"anti-first";7;8;8;6;7;7;6;8;6;8;"3";"1";"2";"1";"1";"5";"1";"1";"4";"1";"3";"1";"1";"3";"1";"1";"2";"1";"1";"1";"1";"1";"3";"1";"1";"3";"1";"3";"3";"1";"1";"1";"1";"2";"3";"1";"5";"4";"1";"2";"1";"1";"2";"1";"2";"1";"1";"4";"1";"3";"5";"2";"3";"1";"1";"5";"1";"2";"3";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";7;7,33333333333333;-0,333333333333333;TRUE;TRUE;TRUE
"30";"4/4/2017";"ms";"anti-first";8;9;8;8;8;3;1;4;1;5;"2";"3";"3";"1";"3";"3";"2";"2";"4";"3";"1";"1";"1";"2";"2";"1";"1";"1";"2";"2";"2";"3";"2";"1";"4";"2";"2";"3";"3";"1";"1";"2";"1";"2";"2";"1";"3";"4";"2";"3";"2";"3";"3";"1";"2";"1";"1";"3";"2";"2";"2";"3";"2";"3";"2";"3";"1";"1";"2";"2";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";8;3,33333333333333;4,66666666666667;TRUE;TRUE;TRUE
"31";"4/6/2017";"ms";"anti-first";5;7;5;6;7;4;4;5;6;5;"2";"3";"3";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"4";"1";"3";"3";"1";"2";"2";"1";"2";"3";"1";"1";"2";"1";"3";"2";"1";"1";"2";"2";"2";"2";"1";"1";"3";"3";"1";"3";"2";"3";"1";"1";"2";"1";"2";"1";"3";"2";"2";"3";"2";"2";"3";"1";"1";"3";"2";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";6;5,33333333333333;0,666666666666667;TRUE;TRUE;TRUE
"32";"4/6/2017";"ms";"anti-first";6;7;7;7;6;6;4;7;4;6;"2";"1";"2";"1";"1";"4";"1";"1";"3";"1";"1";"1";"2";"3";"1";"1";"2";"1";"2";"1";"1";"1";"3";"1";"1";"3";"2";"1";"2";"3";"2";"1";"1";"2";"2";"1";"3";"4";"1";"2";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"3";"1";"1";"2";"1";"3";"1";"2";"1";"1";"1";"1";8;NA;1;"uwmadison_expert";"uwmadison";6,66666666666667;5,66666666666667;1;TRUE;TRUE;TRUE
"35";"4/7/2017";"ms";"anti-first";6;7;6;7;7;5;5;6;4;3;"4";"1";"4";"1";"1";"3";"1";"4";"3";"1";"4";"1";"1";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"1";"2";"5";"4";"3";"4";"1";"1";"1";"1";"1";"3";"2";"4";"4";"1";"3";"1";"1";"4";"1";"3";"1";"1";"4";"3";"2";"3";"4";"3";"1";"1";"3";"1";"1";"1";"1";"1";"1";8;NA;1;"uwmadison_expert";"uwmadison";6,66666666666667;4,33333333333333;2,33333333333333;TRUE;TRUE;TRUE
"38";"4/7/2017";"ms";"anti-first";7;6;6;7;6;6;5;6;4;6;"4";"1";"4";"1";"1";"3";"1";"3";"3";"1";"3";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"4";"3";"4";"3";"2";"1";"1";"1";"1";"3";"2";"4";"3";"1";"3";"2";"1";"3";"1";"4";"1";"1";"4";"3";"1";"3";"3";"3";"1";"1";"3";"1";"3";"2";"1";"1";"1";8;NA;1;"uwmadison_expert";"uwmadison";6,33333333333333;5,33333333333333;1;TRUE;TRUE;TRUE
"41";"4/7/2017";"tv";"pro-first";7;7;5;6;5;6;4;5;3;5;"3";"2";"2";"1";"2";"3";"1";"3";"3";"4";"3";"1";"1";"5";"2";"1";"4";"1";"1";"2";"2";"2";"5";"1";"1";"3";"3";"2";"3";"1";"1";"1";"1";"1";"2";"1";"3";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"1";"5";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";5,33333333333333;4,33333333333333;1;TRUE;TRUE;TRUE
"43";"4/7/2017";"tv";"pro-first";8;9;7;6;8;1;1;3;3;3;"3";"2";"3";"2";"1";"4";"1";"2";"4";"1";"2";"3";"3";"2";"3";"2";"1";"1";"3";"1";"2";"1";"3";"3";"1";"3";"2";"3";"4";"3";"1";"1";"2";"3";"3";"1";"3";"3";"1";"3";"1";"2";"2";"1";"2";"1";"1";"2";"3";"1";"4";"2";"1";"2";"1";"3";"1";"3";"2";"2";"1";"1";9;NA;1;"uwmadison_expert";"uwmadison";7;3;4;TRUE;TRUE;TRUE
"44";"4/7/2017";"tv";"pro-first";5;4;7;4;6;3;1;4;2;3;"3";"1";"4";"2";"1";"2";"1";"3";"3";"2";"4";"3";"2";"2";"1";"3";"4";"1";"1";"2";"1";"1";"1";"4";"2";"3";"4";"1";"5";"2";"1";"2";"1";"1";"3";"2";"2";"4";"4";"3";"2";"2";"2";"1";"3";"1";"1";"4";"1";"1";"5";"2";"3";"1";"1";"4";"2";"1";"4";"1";"1";"1";8;NA;1;"uwmadison_expert";"uwmadison";5,66666666666667;3;2,66666666666667;TRUE;TRUE;TRUE
"49";"4/7/2017";"tv";"pro-first";9;9;9;9;9;6;4;6;5;5;"4";"1";"5";"1";"1";"3";"1";"3";"3";"1";"3";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"4";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"3";"3";"1";"1";"1";"1";"3";"1";"2";"1";"1";"3";"2";"2";"2";"3";"2";"1";"1";"4";"1";"1";"1";"1";"1";"1";8;NA;1;"uwmadison_expert";"uwmadison";9;5,33333333333333;3,66666666666667;TRUE;TRUE;TRUE
"50";"4/7/2017";"tv";"pro-first";9;9;9;8;8;9;8;9;8;9;"2";"4";"2";"1";"1";"5";"1";"1";"4";"1";"1";"3";"2";"3";"2";"1";"4";"1";"3";"2";"1";"2";"5";"1";"1";"3";"1";"2";"3";"1";"1";"1";"2";"4";"1";"1";"4";"4";"1";"2";"1";"3";"2";"1";"1";"1";"2";"2";"1";"1";"3";"1";"1";"2";"1";"5";"2";"1";"4";"4";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";8,33333333333333;8,66666666666667;-0,333333333333332;TRUE;TRUE;TRUE
"52";"4/7/2017";"tv";"pro-first";6;6;5;5;5;6;6;5;5;5;"4";"1";"3";"1";"1";"4";"1";"3";"4";"1";"4";"1";"1";"3";"1";"1";"1";"2";"1";"1";"2";"1";"3";"1";"1";"4";"3";"4";"3";"1";"1";"1";"1";"1";"2";"1";"4";"4";"1";"3";"1";"1";"4";"1";"3";"1";"1";"3";"3";"1";"3";"3";"3";"1";"1";"4";"1";"1";"2";"1";"1";"1";8;NA;1;"uwmadison_expert";"uwmadison";5;5;0;TRUE;TRUE;TRUE
"53";"4/7/2017";"tv";"pro-first";8;9;7;7;7;4;3;6;4;5;"1";"3";"1";"3";"2";"2";"2";"1";"4";"1";"1";"1";"2";"4";"3";"3";"4";"1";"2";"3";"1";"1";"3";"2";"1";"2";"1";"4";"3";"3";"1";"1";"3";"1";"2";"1";"2";"1";"1";"1";"4";"4";"1";"1";"1";"3";"1";"3";"1";"2";"2";"1";"1";"2";"1";"3";"2";"3";"4";"3";"1";"1";8;NA;1;"uwmadison_expert";"uwmadison";7;5;2;TRUE;TRUE;TRUE
"54";"4/7/2017";"tv";"pro-first";6;6;5;6;5;3;5;4;3;4;"3";"1";"1";"1";"1";"3";"1";"1";"1";"1";"2";"1";"1";"4";"1";"1";"2";"1";"1";"2";"1";"4";"1";"1";"1";"4";"4";"1";"1";"1";"1";"1";"1";"1";"1";"5";"1";"4";"3";"3";"1";"3";"1";"4";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";5,33333333333333;3,66666666666667;1,66666666666667;TRUE;TRUE;TRUE
"55";"4/7/2017";"tv";"pro-first";7;8;7;7;7;4;4;5;4;4;"3";"1";"2";"1";"1";"4";"1";"2";"4";"1";"3";"1";"1";"3";"2";"1";"3";"1";"1";"1";"1";"1";"3";"1";"3";"3";"2";"2";"2";"1";"1";"1";"1";"2";"2";"1";"3";"4";"1";"3";"1";"1";"3";"1";"2";"1";"1";"3";"3";"1";"4";"3";"3";"1";"1";"4";"1";"1";"3";"1";"1";"1";8;NA;1;"uwmadison_expert";"uwmadison";7;4,33333333333333;2,66666666666667;TRUE;TRUE;TRUE
"59";"4/11/2017";"tv";"pro-first";7;7;7;6;5;8;8;8;8;7;"1";"2";"1";"1";"1";"4";"1";"1";"4";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"3";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";6;7,66666666666667;-1,66666666666667;TRUE;TRUE;TRUE
"60";"4/11/2017";"tv";"pro-first";6;5;4;4;4;3;5;3;1;2;"4";"1";"2";"1";"1";"4";"1";"3";"5";"1";"4";"1";"1";"5";"2";"2";"3";"1";"1";"1";"2";"1";"4";"1";"4";"5";"3";"5";"1";"1";"1";"1";"1";"1";"3";"2";"3";"4";"1";"4";"2";"1";"3";"1";"3";"1";"1";"4";"3";"1";"4";"4";"1";"1";"1";"5";"1";"1";"3";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";4;2;2;TRUE;TRUE;TRUE
"61";"4/11/2017";"tv";"anti-first";4;1;5;5;6;8;9;5;7;5;"5";"1";"2";"1";"1";"5";"1";"5";"5";"1";"5";"1";"2";"4";"1";"1";"2";"4";"1";"2";"4";"1";"4";"1";"3";"5";"5";"4";"1";"1";"1";"1";"1";"1";"4";"1";"5";"5";"2";"5";"1";"1";"5";"1";"4";"1";"1";"5";"3";"3";"5";"5";"2";"1";"1";"5";"1";"1";"4";"1";"1";"1";9;NA;1;"uwmadison_expert";"uwmadison";5,33333333333333;5,66666666666667;-0,333333333333334;TRUE;TRUE;TRUE
"64";"4/11/2017";"tv";"anti-first";5;5;4;4;5;6;6;5;6;6;"4";"1";"4";"1";"1";"4";"1";"3";"4";"1";"4";"1";"1";"4";"1";"1";"2";"1";"1";"1";"2";"2";"3";"1";"1";"4";"2";"4";"4";"1";"1";"1";"1";"1";"3";"1";"4";"4";"1";"3";"1";"1";"4";"1";"3";"1";"1";"4";"2";"2";"4";"4";"2";"1";"1";"5";"1";"1";"3";"1";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";4,33333333333333;5,66666666666667;-1,33333333333333;TRUE;TRUE;TRUE
"67";"4/11/2017";"tv";"anti-first";6;7;6;7;6;5;4;6;3;6;"3";"3";"4";"2";"1";"2";"1";"2";"3";"2";"2";"2";"2";"4";"4";"2";"4";"2";"4";"3";"2";"3";"4";"1";"1";"3";"2";"4";"2";"2";"1";"1";"1";"4";"2";"1";"2";"4";"2";"2";"3";"2";"2";"1";"3";"1";"1";"2";"2";"2";"2";"2";"2";"3";"1";"3";"2";"3";"4";"3";"1";"1";7;NA;1;"uwmadison_expert";"uwmadison";6,33333333333333;5;1,33333333333333;TRUE;TRUE;TRUE
"68";"4/11/2017";"tv";"anti-first";6;6;5;5;5;6;6;5;5;5;"2";"1";"2";"1";"1";"3";"1";"1";"2";"1";"2";"1";"1";"4";"1";"2";"3";"1";"1";"1";"1";"2";"4";"1";"1";"3";"1";"2";"3";"1";"1";"1";"1";"1";"1";"1";"2";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"3";"1";"1";"4";"1";"1";"1";9;NA;1;"uwmadison_expert";"uwmadison";5;5;0;TRUE;TRUE;TRUE
